,decam_g,decam_r,pmra_unc_present,pmdec_unc_present,pmra_unc_10yr,pmdec_unc_10yr,vr_unc
51,20.897987940234213,20.727302205907563,1.3631721834349926,1.177886643938974,204.47582751524888,176.68299659084613,5.421060115521686
100,20.898151604205296,20.727460435602232,1.3633669478781874,1.17805493554523,204.5050421817281,176.70824033178448,5.421697140006573
161,20.89909068492089,20.728368335208422,1.3644850447797328,1.179021058110643,204.67275671695992,176.85315871659645,5.425354536914598
295,20.900393140416053,20.72962754414703,1.366037383378487,1.1803623992299548,204.905607506773,177.0543598844932,5.430433475794028
381,20.901465563371502,20.730664358515337,1.3673169511172787,1.181468045140173,205.0975426675918,177.22020677102591,5.4346209219993815
336,20.90522882255533,20.734302662948885,1.3718170898658584,1.1853565145442857,205.7725634798788,177.80347718164282,5.449354706632501
415,20.90655175273927,20.735581666737456,1.3734027601028709,1.1867266567879176,206.01041401543063,178.00899851818764,5.45454885007218
374,20.90741751019044,20.736418677695013,1.374441504459037,1.1876242125908183,206.1662256688556,178.14363188862276,5.45795215792362
358,20.90898421779756,20.73793181103005,1.376323356800219,1.1892502791768882,206.4485035200329,178.38754187653322,5.464115557419582
482,20.909398489840324,20.73833078508437,1.3768214129045022,1.189680638334958,206.5232119356753,178.4520957502437,5.465744404563092
296,20.91044187054932,20.739335636459053,1.3780766511771545,1.1907652616967646,206.71149767657317,178.61478925451468,5.469850115276274
425,20.911060876653423,20.73993178427861,1.3788219146539558,1.1914092272252623,206.8232871980933,178.7113840837894,5.472288153669128
426,20.912462987696376,20.74128211900957,1.380511578982295,1.1928692284410125,207.07673684734425,178.93038426615183,5.47781674451464
252,20.913386965844825,20.742171977049534,1.381626242097892,1.1938323839486638,207.2439363146838,179.07485759229957,5.481464733223817
398,20.913552692733468,20.74233158407547,1.3818262707593545,1.194005224248374,207.27394061390316,179.1007836372561,5.48211944020331
20,20.913809738604872,20.74257913791177,1.38213657963987,1.1942733552228,207.3204869459805,179.14100328342002,5.483135142330092
499,20.9165061327652,20.745175961252787,1.3853961180857697,1.1970898496080922,207.80941771286544,179.56347744121382,5.493807243739722
486,20.92125760754541,20.74975197643449,1.3911596254000047,1.2020699675786448,208.67394381000068,180.3104951367967,5.5126909532535135
